rowID;date;department;team;targeted_productivity;smv;wip;over_time;incentive;idle_time;idle_men;no_of_style_change;no_of_workers;actual_productivity
238;13/01/2015 00:00;sweing;10;0,35;22,4;715;10170;23;0;0;0;56,5;0,35020649
239;14/01/2015 00:00;finishing ;11;0,8;4,15;NaN;1980;0;0;0;0;7;0,934607438
240;14/01/2015 00:00;finishing ;4;0,35;4,3;NaN;2700;0;0;0;0;8;0,908080808
241;14/01/2015 00:00;sweing;7;0,8;25,9;1150;10170;70;0;0;0;56,5;0,900144811
242;14/01/2015 00:00;finishing ;1;0,8;3,94;NaN;1440;0;0;0;0;8;0,891723485
243;14/01/2015 00:00;finishing ;5;0,65;4,15;NaN;1440;0;0;0;0;15;0,864583333
244;14/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1440;0;0;0;0;8;0,858143939
245;14/01/2015 00:00;sweing;9;0,8;26,16;1232;10620;75;0;0;0;59;0,850502311
246;14/01/2015 00:00;sweing;8;0,8;25,9;1218;10170;60;0;0;0;56,5;0,850136766
247;14/01/2015 00:00;finishing ;7;0,8;2,9;NaN;1440;0;0;0;0;8;0,837594697
248;14/01/2015 00:00;finishing ;3;0,8;4,15;NaN;1440;0;0;0;0;7;0,820833333
249;14/01/2015 00:00;sweing;12;0,8;11,61;1159;2970;50;0;0;0;31,5;0,800313433
250;14/01/2015 00:00;sweing;6;0,8;11,61;972;5670;38;0;0;0;31,5;0,800246753
251;14/01/2015 00:00;sweing;1;0,8;26,16;1092;10620;63;0;0;0;59;0,800117103
252;14/01/2015 00:00;sweing;5;0,7;20,79;965;7320;0;0;0;0;58;0,700095563
253;14/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,667329545
254;14/01/2015 00:00;sweing;4;0,6;22,4;816;5100;23;0;0;0;57;0,600369686
255;14/01/2015 00:00;sweing;10;0,5;22,4;947;3390;23;0;0;0;56,5;0,499980334
256;14/01/2015 00:00;sweing;11;0,35;14,61;838;7200;23;0;0;0;55;0,35003125
257;14/01/2015 00:00;finishing ;10;0,8;3,94;NaN;1260;0;0;0;0;8;0,332359307
258;14/01/2015 00:00;sweing;2;0,8;51,02;1086;4260;27;0;0;0;57;0,311207464
259;14/01/2015 00:00;finishing ;2;0,8;3,94;NaN;1260;0;0;0;0;8;0,247316017
260;15/01/2015 00:00;finishnig ;4;0,35;4,3;NaN;3600;0;0;0;0;20;0,988636364
261;15/01/2015 00:00;finishing ;10;0,8;3,94;NaN;3420;0;0;0;0;19;0,953110048
262;15/01/2015 00:00;finishing ;1;0,8;3,94;NaN;1440;0;0;0;0;8;0,884261364
263;15/01/2015 00:00;finishing ;5;0,65;4,15;NaN;1440;0;0;0;0;8;0,860653409
264;15/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1440;0;0;0;0;8;0,858143939
265;15/01/2015 00:00;swenig;1;0,8;26,16;1160;10620;75;0;0;0;59;0,850502311
266;15/01/2015 00:00;sweing;8;0,8;25,9;1177;8970;60;0;0;0;56,5;0,850415628
267;15/01/2015 00:00;sweing;7;0,8;25,9;1281;10170;60;0;0;0;56,5;0,850136766
268;15/01/2015 00:00;sweing;9;0,8;26,16;1369;10620;63;0;0;0;59;0,800117103
269;15/01/2015 00:00;sweing;6;0,8;11,61;1084;4950;38;0;0;0;31,5;0,80003139
270;15/01/2015 00:00;sweing;12;0,8;11,61;1216;4950;50;0;0;0;31,5;0,80003139
271;15/01/2015 00:00;sweing;5;0,7;20,79;391;10440;0;0;0;0;58;0,700060345
272;15/01/2015 00:00;finishing ;7;0,8;2,9;NaN;1440;0;0;0;0;8;0,689299242
273;15/01/2015 00:00;sweing;3;0,5;22,52;1102;10170;30;0;0;0;56,5;0,660683293
274;15/01/2015 00:00;sweing;4;0,65;22,52;872;10080;26;0;0;0;56;0,650130952
275;15/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,606912879
276;15/01/2015 00:00;sweing;10;0,6;22,52;1076;10170;23;0;0;0;56,5;0,600291767
277;15/01/2015 00:00;sweing;11;0,5;14,89;917;9900;30;0;0;0;55;0,500025069
278;15/01/2015 00:00;sweing;2;0,5;22,94;1044;9810;23;0;0;0;54,5;0,499998888
279;17/01/2015 00:00;finishing ;5;0,65;4,15;NaN;2700;0;0;0;0;15;0,98719697
280;17/01/2015 00:00;finishing ;2;0,8;3,94;NaN;1800;0;0;0;0;10;0,980909091
281;17/01/2015 00:00;finishing ;10;0,8;3,94;NaN;1440;0;0;0;0;8;0,974621212
282;17/01/2015 00:00;finishing ;1;0,8;3,94;NaN;1440;0;0;0;0;8;0,884261364
283;17/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1800;0;0;0;0;10;0,82680303
284;17/01/2015 00:00;sweing;6;0,8;11,41;1067;5490;63;0;0;0;30,5;0,800343766
285;17/01/2015 00:00;sweing;12;0,8;11,61;1039;5670;63;0;0;0;31,5;0,800246753
286;17/01/2015 00:00;sweing;7;0,8;25,9;1396;10170;50;0;0;0;56,5;0,800128721
287;17/01/2015 00:00;sweing;8;0,8;25,9;1292;10170;50;0;0;0;56,5;0,800128721
288;17/01/2015 00:00;sweing;1;0,8;48,68;171;10620;63;0;0;0;59;0,800117103
289;17/01/2015 00:00;sweing;9;0,8;26,16;1128;10620;63;0;0;0;59;0,800117103
290;17/01/2015 00:00;sweing;2;0,6;22,94;865;6570;23;0;0;0;56,5;0,77011398
291;17/01/2015 00:00;sweing;4;0,7;22,52;825;10170;50;0;0;0;56,5;0,7005417
292;17/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,675568182
293;17/01/2015 00:00;finishing ;7;0,8;2,9;NaN;1440;0;0;0;0;8;0,661837121
294;17/01/2015 00:00;sweing;10;0,65;22,52;1163;9720;35;0;0;0;54;0,650198653
295;17/01/2015 00:00;sweing;3;0,6;22,52;1140;10170;30;0;0;0;56,5;0,600291767
296;17/01/2015 00:00;sweing;11;0,6;14,89;1027;10080;38;0;0;0;56;0,600273268
297;17/01/2015 00:00;finishing ;6;0,8;2,9;NaN;900;0;0;0;0;5;0,465757576
298;17/01/2015 00:00;sweing;5;0,7;41,19;1052;10440;21;0;0;0;58;0,452012539
299;17/01/2015 00:00;finishing ;11;0,8;4,15;NaN;1260;0;0;0;0;7;0,313852814
300;18/01/2015 00:00;finishing ;5;0,6;4,15;NaN;1440;0;0;0;0;8;0,852793561
301;18/01/2015 00:00;finishing ;11;0,65;4,15;NaN;2160;0;0;0;0;12;0,838383838
302;18/01/2015 00:00;finishing ;6;0,8;2,9;NaN;1800;0;0;0;0;10;0,804848485
303;18/01/2015 00:00;sweing;6;0,8;11,41;1140;5490;63;0;0;0;30,5;0,800343766
304;18/01/2015 00:00;sweing;7;0,8;48,84;624;10170;50;0;0;0;56,5;0,800128721
305;18/01/2015 00:00;sweing;8;0,8;25,9;1288;10170;38;0;0;0;56,5;0,800128721
306;18/01/2015 00:00;sweing;9;0,8;26,16;1381;3660;50;0;0;0;59;0,800015009
307;18/01/2015 00:00;sweing;4;0,7;22,52;882;10170;50;0;0;0;56,5;0,7005417
308;18/01/2015 00:00;sweing;10;0,7;22,52;1002;10080;40;0;0;0;56;0,700094156
309;18/01/2015 00:00;finishing ;7;0,8;2,9;NaN;1440;0;0;0;0;8;0,692045455
310;18/01/2015 00:00;sweing;12;0,8;26,87;585;5670;56;0;0;0;31,5;0,662255892
311;18/01/2015 00:00;sweing;3;0,65;22,52;1138;10170;35;0;0;0;56,5;0,650416734
312;18/01/2015 00:00;sweing;11;0,65;14,89;1140;10260;44;0;0;0;57;0,650299575
313;18/01/2015 00:00;sweing;2;0,65;22,94;1025;10170;26;0;0;0;56,5;0,650243497
314;18/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,639867424
315;18/01/2015 00:00;sweing;5;0,6;20,4;1031;10440;30;0;0;0;58;0,600062696
316;18/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1800;0;0;0;0;10;0,582045455
317;18/01/2015 00:00;sweing;1;0,8;49,1;1381;10350;24;0;0;0;57,5;0,403242161
318;18/01/2015 00:00;finishing ;10;0,7;3,94;NaN;1440;0;0;0;0;8;0,235795455
319;19/01/2015 00:00;finishing ;4;0,7;4,3;NaN;5040;0;0;0;0;28;0,977272727
320;19/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1800;0;0;0;0;10;0,964106061
321;19/01/2015 00:00;finishing ;5;0,65;4,15;NaN;1440;0;0;0;0;8;0,958901515
322;19/01/2015 00:00;swenig;6;0,8;11,41;1028;4380;50;0;0;0;31;0,800358775
323;19/01/2015 00:00;sweing;8;0,8;25,9;1380;3630;50;0;0;0;56,5;0,800162602
324;19/01/2015 00:00;sweing;9;0,8;26,16;1196;10620;63;0;0;0;59;0,800117103
325;19/01/2015 00:00;finishnig ;12;0,8;2,9;NaN;1440;0;0;0;0;8;0,793844697
326;19/01/2015 00:00;sweing;2;0,7;22,94;1006;10170;38;0;0;0;56,5;0,750517565
327;19/01/2015 00:00;sweing;4;0,7;22,52;930;10260;63;0;0;0;57;0,750068049
328;19/01/2015 00:00;sweing;3;0,7;22,52;1095;10170;50;0;0;0;56,5;0,750062751
329;19/01/2015 00:00;sweing;10;0,7;22,52;938;10080;63;0;0;0;56;0,750057359
330;19/01/2015 00:00;sweing;11;0,7;14,89;1484;10260;50;0;0;0;57;0,700170388
331;19/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,683806818
332;19/01/2015 00:00;sweing;5;0,65;20,4;1255;8280;35;0;0;0;58;0,650066445
333;19/01/2015 00:00;sweing;7;0,8;48,84;1040;10260;30;0;0;0;57;0,576460393
334;19/01/2015 00:00;sweing;1;0,5;22,94;1492;10170;30;0;0;0;56,5;0,549969429
335;19/01/2015 00:00;finishing ;10;0,7;3,94;NaN;1440;0;0;0;0;8;0,538399621
336;19/01/2015 00:00;finishing ;11;0,7;4,15;NaN;1440;0;0;0;0;8;0,409545455
337;19/01/2015 00:00;sweing;12;0,35;15,26;1111;6120;23;0;0;0;34;0,35021836
338;20/01/2015 00:00;finishing ;5;0,7;4,15;NaN;1440;0;0;0;0;8;1,033570076
339;20/01/2015 00:00;sweing;6;0,8;11,41;1047;5580;63;0;0;0;31;0,800261486
340;20/01/2015 00:00;sweing;8;0,8;25,9;1434;10170;50;0;0;0;56,5;0,800128721
341;20/01/2015 00:00;sweing;9;0,8;26,16;399;10620;63;0;0;0;59;0,800117103
342;20/01/2015 00:00;sweing;4;0,7;22,52;983;10260;63;0;0;0;57;0,750068049
343;20/01/2015 00:00;sweing;10;0,7;22,52;1108;10080;63;0;0;0;56;0,750057359
344;20/01/2015 00:00;sweing;3;0,7;22,52;1134;8460;50;0;0;0;57;0,750037968
345;20/01/2015 00:00;sweing;2;0,7;22,94;1363;10260;50;0;0;0;57;0,750031898
346;20/01/2015 00:00;finishing ;9;0,8;3,94;NaN;1800;0;0;0;0;10;0,72830303
347;20/01/2015 00:00;sweing;11;0,7;14,89;1501;10260;50;0;0;0;57;0,700170388
348;20/01/2015 00:00;sweing;5;0,7;20,4;1352;10260;50;0;0;0;57;0,700063796
349;20/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1440;0;0;0;0;8;0,639867424
350;20/01/2015 00:00;sweing;12;0,5;15,26;1352;3720;23;0;0;0;34;0,500290419
351;20/01/2015 00:00;sweing;7;0,35;22,94;1450;10080;30;0;0;0;56;0,400332792
352;20/01/2015 00:00;finishing ;11;0,7;4,15;NaN;2700;0;0;0;0;15;0,362666667
353;21/01/2015 00:00;finishing ;4;0,75;4,3;NaN;6000;0;0;0;0;20;0,978525641
354;21/01/2015 00:00;finishing ;2;0,7;3,94;NaN;5100;0;0;0;0;17;0,912202112
355;21/01/2015 00:00;sweing;4;0,75;22,52;825;10080;94;0;0;0;56;0,900556277
356;21/01/2015 00:00;sweing;6;0,8;11,61;916;5760;75;0;0;0;89;0,850410511
357;21/01/2015 00:00;finishing ;9;0,8;3,94;NaN;2400;0;0;0;0;8;0,827147436
358;21/01/2015 00:00;sweing;8;0,8;25,9;562;7470;38;0;0;0;56,5;0,800436542
359;21/01/2015 00:00;sweing;2;0,7;22,94;1422;10500;60;0;0;0;57;0,800415742
360;21/01/2015 00:00;sweing;10;0,7;22,52;1206;10080;75;0;0;0;56;0,800020563
361;21/01/2015 00:00;finishing ;5;0,7;4,15;NaN;2400;0;0;0;0;8;0,758173077
362;21/01/2015 00:00;sweing;5;0,7;20,4;1404;10440;50;0;0;0;58;0,750344828
363;21/01/2015 00:00;sweing;3;0,7;22,52;1139;10260;63;0;0;0;57;0,750068049
364;21/01/2015 00:00;sweing;11;0,7;14,89;1735;10260;50;0;0;0;57;0,700170388
365;21/01/2015 00:00;sweing;1;0,65;22,94;1595;10260;34;0;0;0;57;0,700029771
366;21/01/2015 00:00;sweing;12;0,6;15,26;1245;6360;23;0;0;0;34;0,60017284
367;21/01/2015 00:00;finishing ;8;0,8;2,9;NaN;2400;0;0;0;0;8;0,594871795
368;21/01/2015 00:00;sweing;9;0,8;54,56;757;4140;29;0;0;0;58;0,520237649
369;21/01/2015 00:00;finishing ;1;0,65;3,94;NaN;2400;0;0;0;0;8;0,505128205
370;21/01/2015 00:00;sweing;7;0,5;22,52;1720;10080;23;0;0;0;56;0,500241342
371;21/01/2015 00:00;finishing ;11;0,7;4,15;NaN;2700;0;0;0;0;9;0,470769231
372;22/01/2015 00:00;finishing ;7;0,6;3,94;NaN;6000;0;0;0;0;10;0,957638889
373;22/01/2015 00:00;finishing ;10;0,75;3,94;NaN;8400;0;0;0;0;14;0,940701058
374;22/01/2015 00:00;sweing;4;0,75;22,52;759;10080;81;0;0;0;56;0,849983766
375;22/01/2015 00:00;sweing;2;0,7;22,94;1510;10620;60;0;0;0;57;0,800302791
376;22/01/2015 00:00;sweing;6;0,8;11,61;955;6360;63;0;0;0;32;0,800191989
377;22/01/2015 00:00;sweing;10;0,75;22,52;1328;10080;55;0;0;0;56;0,800020563
378;22/01/2015 00:00;sweing;1;0,7;22,94;1384;12180;63;0;0;0;57;0,750162367
379;22/01/2015 00:00;sweing;3;0,7;22,52;1244;10260;63;0;0;0;57;0,750068049
380;22/01/2015 00:00;finishing ;5;0,7;4,15;NaN;9000;0;0;0;0;15;0,742901235
381;22/01/2015 00:00;sweing;5;0,7;20,4;1480;10440;40;0;0;0;58;0,700250784
382;22/01/2015 00:00;sweing;11;0,7;14,89;1863;10260;50;0;0;0;57;0,700170388
383;22/01/2015 00:00;finishnig ;4;0,75;4,3;NaN;9000;0;0;0;0;15;0,670216049
384;22/01/2015 00:00;finishing ;1;0,7;3,94;NaN;15000;0;0;0;0;25;0,649662222
385;22/01/2015 00:00;finishing ;2;0,7;3,94;NaN;15000;0;0;0;0;25;0,649662222
386;22/01/2015 00:00;finishing ;6;0,8;2,9;NaN;4800;0;0;0;0;8;0,626822917
387;22/01/2015 00:00;sweing;12;0,6;15,26;1492;6960;23;0;0;0;34;0,600436426
388;22/01/2015 00:00;sweing;7;0,6;22,52;1859;10260;23;0;0;0;57;0,60041361
389;22/01/2015 00:00;sweing;8;0,8;40,99;980;10770;30;0;0;0;56,5;0,555500132
390;22/01/2015 00:00;sweing;9;0,5;29,12;970;10440;30;0;0;0;58;0,500547544
391;22/01/2015 00:00;finishing ;3;0,7;3,94;NaN;12000;0;0;0;0;20;0,460578704
392;22/01/2015 00:00;finishing ;8;0,8;2,9;NaN;4800;0;0;0;0;8;0,397743056
393;22/01/2015 00:00;finishing ;12;0,6;4,08;NaN;5400;0;0;0;0;9;0,327407407
394;24/01/2015 00:00;finishing ;5;0,7;4,15;NaN;2700;0;0;0;0;15;0,966666667
395;24/01/2015 00:00;finishing ;10;0,75;3,94;NaN;1800;0;0;0;0;10;0,937242424
396;24/01/2015 00:00;finishing ;8;0,8;2,9;NaN;1620;0;0;0;0;9;0,910521886
397;24/01/2015 00:00;sweing;2;0,75;22,94;1606;10260;94;0;0;0;57;0,90064806
398;24/01/2015 00:00;sweing;4;0,75;22,52;727;10260;94;0;0;0;57;0,900321106
399;24/01/2015 00:00;finishing ;11;0,75;4,15;NaN;1800;0;0;0;0;10;0,896022727
400;24/01/2015 00:00;finishing ;3;0,75;3,94;NaN;1440;0;0;0;0;8;0,895454545
401;24/01/2015 00:00;finishing ;7;0,65;3,94;NaN;2160;0;0;0;0;12;0,870580808
402;24/01/2015 00:00;finishing ;12;0,7;4,08;NaN;1620;0;0;0;0;9;0,858585859
403;24/01/2015 00:00;sweing;1;0,7;22,94;1472;10260;75;0;0;0;57;0,800643806
404;24/01/2015 00:00;sweing;10;0,75;22,52;1332;10080;69;0;0;0;56;0,80062987
405;24/01/2015 00:00;sweing;6;0,8;11,61;1009;5640;63;0;0;0;32;0,800537143
406;24/01/2015 00:00;sweing;3;0,75;22,52;1266;10260;69;0;0;0;57;0,80035194
407;24/01/2015 00:00;sweing;12;0,75;15,26;1316;6120;40;0;0;0;34;0,750079323
408;24/01/2015 00:00;sweing;11;0,75;42,97;1282;10260;56;0;0;0;57;0,750041201
409;24/01/2015 00:00;sweing;5;0,7;20,4;1382;10440;50;0;0;0;58;0,700250784
410;24/01/2015 00:00;finishnig ;4;0,75;4,3;NaN;2160;0;0;0;0;12;0,651515152
411;24/01/2015 00:00;sweing;7;0,65;22,52;1295;10170;26;0;0;0;56,5;0,650416734
412;24/01/2015 00:00;sweing;9;0,6;29,12;925;6660;23;0;0;0;58;0,600125217
413;24/01/2015 00:00;finishing ;2;0,75;3,94;NaN;1440;0;0;0;0;8;0,578314394
414;24/01/2015 00:00;finishing ;1;0,7;3,94;NaN;1440;0;0;0;0;8;0,578314394
415;24/01/2015 00:00;sweing;8;0,35;15,09;1448;9360;23;0;0;0;52;0,34998951
416;24/01/2015 00:00;finishing ;9;0,6;3,94;NaN;1440;0;0;0;0;8;0,261174242
417;25/01/2015 00:00;finishing ;5;0,7;4,15;NaN;3060;0;0;0;0;17;0,973796791
418;25/01/2015 00:00;finishing ;2;0,75;3,94;NaN;1440;0;0;0;0;8;0,970075758
419;25/01/2015 00:00;finishing ;1;0,7;3,94;NaN;1440;0;0;0;0;8;0,970075758
420;25/01/2015 00:00;finishing ;3;0,75;3,94;NaN;1620;0;0;0;0;9;0,961784512
421;25/01/2015 00:00;finishing ;10;0,75;3,94;NaN;3420;0;0;0;0;19;0,955151515
422;25/01/2015 00:00;finishing ;4;0,75;4,3;NaN;2160;0;0;0;0;12;0,952020202
423;25/01/2015 00:00;sweing;4;0,75;22,52;867;10260;94;0;0;0;57;0,900321106
424;25/01/2015 00:00;sweing;2;0,75;22,94;1636;10530;81;0;0;0;58,5;0,850223776
425;25/01/2015 00:00;sweing;1;0,7;22,94;1682;10530;75;0;0;0;58,5;0,800909609
426;25/01/2015 00:00;sweing;3;0,75;22,52;1495;10350;55;0;0;0;57,5;0,800513307
427;25/01/2015 00:00;sweing;6;0,8;11,61;1181;5760;63;0;0;0;32;0,800386364
428;25/01/2015 00:00;sweing;10;0,75;22,52;1413;10080;69;0;0;0;56;0,800020563
429;25/01/2015 00:00;finishing ;7;0,65;3,94;NaN;2520;0;0;0;0;14;0,749188312
430;25/01/2015 00:00;sweing;7;0,7;22,52;360;10170;40;0;0;0;56,5;0,7005417
431;25/01/2015 00:00;sweing;12;0,7;15,26;1296;6120;40;0;0;0;34;0,70043672
432;25/01/2015 00:00;sweing;5;0,7;20,4;1217;10440;50;0;0;0;58;0,700250784
433;25/01/2015 00:00;sweing;9;0,65;29,12;1086;10440;26;0;0;0;58;0,650407524
434;25/01/2015 00:00;finishing ;12;0,7;4,08;NaN;1620;0;0;0;0;9;0,618181818
435;25/01/2015 00:00;sweing;11;0,75;42,97;532;10260;40;0;0;0;57;0,59114168
436;25/01/2015 00:00;sweing;8;0,5;15,09;1557;720;23;0;0;0;52;0,500061916
437;25/01/2015 00:00;finishing ;8;0,8;2,9;NaN;720;0;0;0;0;4;0,329545455
438;26/01/2015 00:00;finishnig ;3;0,75;3,94;NaN;1800;0;0;0;0;10;1,059621212
439;26/01/2015 00:00;finishing ;10;0,75;3,94;NaN;3780;0;0;0;0;21;0,997792208
440;26/01/2015 00:00;finishing ;4;0,75;4,3;NaN;2160;0;0;0;0;12;0,963699495
441;26/01/2015 00:00;finishing ;5;0,7;4,15;NaN;2700;0;0;0;0;15;0,959191919
442;26/01/2015 00:00;finishing ;2;0,75;3,94;NaN;1800;0;0;0;0;10;0,910378788
443;26/01/2015 00:00;finnishing ;1;0,7;3,94;NaN;1800;0;0;0;0;10;0,910378788
444;26/01/2015 00:00;sweing;4;0,8;22,52;1016;10170;60;0;0;0;56,5;0,850312684
445;26/01/2015 00:00;sweing;6;0,8;11,61;1072;5760;50;0;0;0;32;0,800386364
446;26/01/2015 00:00;sweing;3;0,75;22,52;1584;10260;69;0;0;0;57;0,80035194
447;26/01/2015 00:00;sweing;2;0,75;22,94;1764;10260;55;0;0;0;57;0,800034024
448;26/01/2015 00:00;sweing;1;0,7;22,94;1745;10440;60;0;0;0;58;0,800023511
449;26/01/2015 00:00;sweing;10;0,75;22,52;1250;10080;55;0;0;0;56;0,800020563
450;26/01/2015 00:00;finishing ;12;0,7;4,08;NaN;1620;0;0;0;0;9;0,769292929
451;26/01/2015 00:00;sweing;5;0,75;20,4;1118;10320;56;0;0;0;58;0,750031447
452;26/01/2015 00:00;sweing;9;0,7;29,12;1143;10440;40;0;0;0;58;0,70061442
453;26/01/2015 00:00;sweing;12;0,7;15,26;1337;6120;40;0;0;0;34;0,70043672
454;26/01/2015 00:00;finishing ;7;0,65;3,94;NaN;1440;0;0;0;0;8;0,646306818
455;26/01/2015 00:00;sweing;8;0,6;15,09;1519;360;23;0;0;0;52;0,600143365
456;26/01/2015 00:00;sweing;11;0,35;28,08;749;10260;23;0;0;0;57;0,350066986
457;27/01/2015 00:00;sweing;2;0,75;22,52;1635;6840;119;0;0;0;57;1,000230409
458;27/01/2015 00:00;sweing;3;0,75;22,52;1299;6840;119;0;0;0;57;1,000230409
459;27/01/2015 00:00;finishing ;10;0,8;3,94;NaN;1440;0;0;0;0;12;0,979527778
460;27/01/2015 00:00;finishing ;4;0,8;4,3;NaN;1440;0;0;0;0;12;0,940625
461;27/01/2015 00:00;finishing ;5;0,5;4,15;NaN;1440;0;0;0;0;12;0,926388889
462;27/01/2015 00:00;sweing;10;0,8;22,52;1134;6720;70;0;0;0;56;0,900129762
463;27/01/2015 00:00;finishing ;3;0,75;3,94;NaN;1440;0;0;0;0;12;0,861875
464;27/01/2015 00:00;sweing;4;0,8;22,52;1106;6780;60;0;0;0;56,5;0,850312684
465;27/01/2015 00:00;finishing ;8;0,65;3,94;NaN;960;0;0;0;0;8;0,845458333
466;27/01/2015 00:00;finishing ;12;0,7;4,15;NaN;1080;0;0;0;0;9;0,823555556
467;27/01/2015 00:00;finishing ;7;0,5;4,15;NaN;960;0;0;0;0;8;0,803541667
468;27/01/2015 00:00;sweing;1;0,75;22,94;1871;6960;55;0;0;0;58;0,800263218
469;27/01/2015 00:00;finishing ;2;0,75;3,94;NaN;1200;0;0;0;0;10;0,788
470;27/01/2015 00:00;finishing ;1;0,75;3,94;NaN;1200;0;0;0;0;10;0,77815
471;27/01/2015 00:00;sweing;9;0,7;29,12;1294;6960;50;0;0;0;58;0,700386207
472;27/01/2015 00:00;sweing;12;0,7;15,26;1462;4080;40;0;0;0;34;0,700164706
